+------------+--------------+------------+----------------------------+
| Дата   | Начало | Конец | Предмет             |
|          4 | Александр | Кириллов | 2016-11-17 | 10:10:00     | 11:40:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-11-17 | 10:10:00     | 11:40:00   | Литература       |
|          1 | Иван           | Петров     | 2016-11-17 | 11:50:00     | 13:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-11-17 | 11:50:00     | 13:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-11-17 | 11:50:00     | 13:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-11-17 | 11:50:00     | 13:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-11-17 | 11:50:00     | 13:20:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-11-17 | 13:50:00     | 15:20:00   | Физика               |
|          3 | Петр           | Сергеев   | 2016-11-17 | 13:50:00     | 15:20:00   | Физика               |
|          4 | Александр | Кириллов | 2016-11-17 | 13:50:00     | 15:20:00   | Физика               |
|          5 | Кирилл       | Смирнов   | 2016-11-17 | 13:50:00     | 15:20:00   | Физика               |
|          1 | Иван           | Петров     | 2016-11-18 | 08:30:00     | 10:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-11-18 | 08:30:00     | 10:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-11-18 | 08:30:00     | 10:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-11-18 | 08:30:00     | 10:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-11-18 | 08:30:00     | 10:00:00   | Алгебра             |
|          1 | Иван           | Петров     | 2016-11-18 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-11-18 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-11-18 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-11-18 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-11-18 | 10:10:00     | 11:40:00   | Биология           |
|          1 | Иван           | Петров     | 2016-11-18 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-11-18 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-11-18 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-11-18 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-11-18 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-11-19 | 08:30:00     | 10:00:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-11-19 | 08:30:00     | 10:00:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-11-19 | 08:30:00     | 10:00:00   | Биология           |
|          4 | Александр | Кириллов | 2016-11-19 | 08:30:00     | 10:00:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-11-19 | 08:30:00     | 10:00:00   | Биология           |
|          1 | Иван           | Петров     | 2016-11-19 | 10:10:00     | 11:40:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-11-19 | 10:10:00     | 11:40:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-11-19 | 10:10:00     | 11:40:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-11-19 | 10:10:00     | 11:40:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-11-19 | 10:10:00     | 11:40:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-11-19 | 11:50:00     | 13:20:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-11-19 | 11:50:00     | 13:20:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-11-19 | 11:50:00     | 13:20:00   | Литература       |
|          4 | Александр | Кириллов | 2016-11-19 | 11:50:00     | 13:20:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-11-19 | 11:50:00     | 13:20:00   | Литература       |
|          1 | Иван           | Петров     | 2016-11-19 | 13:50:00     | 15:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-11-19 | 13:50:00     | 15:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-11-19 | 13:50:00     | 15:20:00   | История             |
|          4 | Александр | Кириллов | 2016-11-19 | 13:50:00     | 15:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-11-19 | 13:50:00     | 15:20:00   | История             |
|          1 | Иван           | Петров     | 2016-11-19 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-11-19 | 15:30:00     | 17:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-11-19 | 15:30:00     | 17:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-11-19 | 15:30:00     | 17:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-11-19 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-11-20 | 08:30:00     | 10:00:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-11-20 | 08:30:00     | 10:00:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-11-20 | 08:30:00     | 10:00:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-11-20 | 08:30:00     | 10:00:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-11-20 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-11-20 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-11-20 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-11-20 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-11-20 | 10:10:00     | 11:40:00   | Биология           |
|          1 | Иван           | Петров     | 2016-11-20 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-11-20 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-11-20 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-11-20 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-11-20 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-11-21 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-11-21 | 08:30:00     | 10:00:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-11-21 | 08:30:00     | 10:00:00   | Литература       |
|          4 | Александр | Кириллов | 2016-11-21 | 08:30:00     | 10:00:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-11-21 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-11-21 | 10:10:00     | 11:40:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-11-21 | 10:10:00     | 11:40:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-11-21 | 10:10:00     | 11:40:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-11-21 | 10:10:00     | 11:40:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-11-21 | 11:50:00     | 13:20:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-11-21 | 11:50:00     | 13:20:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-11-21 | 11:50:00     | 13:20:00   | Биология           |
|          4 | Александр | Кириллов | 2016-11-21 | 11:50:00     | 13:20:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-11-21 | 11:50:00     | 13:20:00   | Биология           |
|          1 | Иван           | Петров     | 2016-11-21 | 13:50:00     | 15:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-11-21 | 13:50:00     | 15:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-11-21 | 13:50:00     | 15:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-11-21 | 13:50:00     | 15:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-11-21 | 13:50:00     | 15:20:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-11-24 | 08:30:00     | 10:00:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-11-24 | 08:30:00     | 10:00:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-11-24 | 08:30:00     | 10:00:00   | Биология           |
|          4 | Александр | Кириллов | 2016-11-24 | 08:30:00     | 10:00:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-11-24 | 08:30:00     | 10:00:00   | Биология           |
|          1 | Иван           | Петров     | 2016-11-24 | 10:10:00     | 11:40:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-11-24 | 10:10:00     | 11:40:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-11-24 | 10:10:00     | 11:40:00   | Литература       |
|          4 | Александр | Кириллов | 2016-11-24 | 10:10:00     | 11:40:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-11-24 | 10:10:00     | 11:40:00   | Литература       |
|          1 | Иван           | Петров     | 2016-11-24 | 11:50:00     | 13:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-11-24 | 11:50:00     | 13:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-11-24 | 11:50:00     | 13:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-11-24 | 11:50:00     | 13:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-11-24 | 11:50:00     | 13:20:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-11-24 | 13:50:00     | 15:20:00   | Физика               |
|          3 | Петр           | Сергеев   | 2016-11-24 | 13:50:00     | 15:20:00   | Физика               |
|          4 | Александр | Кириллов | 2016-11-24 | 13:50:00     | 15:20:00   | Физика               |
|          5 | Кирилл       | Смирнов   | 2016-11-24 | 13:50:00     | 15:20:00   | Физика               |
|          1 | Иван           | Петров     | 2016-11-25 | 08:30:00     | 10:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-11-25 | 08:30:00     | 10:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-11-25 | 08:30:00     | 10:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-11-25 | 08:30:00     | 10:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-11-25 | 08:30:00     | 10:00:00   | Алгебра             |
|          1 | Иван           | Петров     | 2016-11-25 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-11-25 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-11-25 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-11-25 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-11-25 | 10:10:00     | 11:40:00   | Биология           |
|          1 | Иван           | Петров     | 2016-11-25 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-11-25 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-11-25 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-11-25 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-11-25 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-11-26 | 08:30:00     | 10:00:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-11-26 | 08:30:00     | 10:00:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-11-26 | 08:30:00     | 10:00:00   | Биология           |
|          4 | Александр | Кириллов | 2016-11-26 | 08:30:00     | 10:00:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-11-26 | 08:30:00     | 10:00:00   | Биология           |
|          1 | Иван           | Петров     | 2016-11-26 | 10:10:00     | 11:40:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-11-26 | 10:10:00     | 11:40:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-11-26 | 10:10:00     | 11:40:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-11-26 | 10:10:00     | 11:40:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-11-26 | 10:10:00     | 11:40:00   | Товароведение |
|          1 | Иван           | Петров     | 2016-11-26 | 11:50:00     | 13:20:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-11-26 | 11:50:00     | 13:20:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-11-26 | 11:50:00     | 13:20:00   | Литература       |
|          4 | Александр | Кириллов | 2016-11-26 | 11:50:00     | 13:20:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-11-26 | 11:50:00     | 13:20:00   | Литература       |
|          1 | Иван           | Петров     | 2016-11-26 | 13:50:00     | 15:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-11-26 | 13:50:00     | 15:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-11-26 | 13:50:00     | 15:20:00   | История             |
|          4 | Александр | Кириллов | 2016-11-26 | 13:50:00     | 15:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-11-26 | 13:50:00     | 15:20:00   | История             |
|          1 | Иван           | Петров     | 2016-11-26 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-11-26 | 15:30:00     | 17:00:00   | Алгебра             |
|          3 | Петр           | Сергеев   | 2016-11-26 | 15:30:00     | 17:00:00   | Алгебра             |
|          4 | Александр | Кириллов | 2016-11-26 | 15:30:00     | 17:00:00   | Алгебра             |
|          5 | Кирилл       | Смирнов   | 2016-11-26 | 15:30:00     | 17:00:00   | Алгебра             |
|          2 | Сергей       | Иванов     | 2016-11-27 | 08:30:00     | 10:00:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-11-27 | 08:30:00     | 10:00:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-11-27 | 08:30:00     | 10:00:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-11-27 | 08:30:00     | 10:00:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-11-27 | 10:10:00     | 11:40:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-11-27 | 10:10:00     | 11:40:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-11-27 | 10:10:00     | 11:40:00   | Биология           |
|          4 | Александр | Кириллов | 2016-11-27 | 10:10:00     | 11:40:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-11-27 | 10:10:00     | 11:40:00   | Биология           |
|          1 | Иван           | Петров     | 2016-11-27 | 11:50:00     | 13:20:00   | История             |
|          2 | Сергей       | Иванов     | 2016-11-27 | 11:50:00     | 13:20:00   | История             |
|          3 | Петр           | Сергеев   | 2016-11-27 | 11:50:00     | 13:20:00   | История             |
|          4 | Александр | Кириллов | 2016-11-27 | 11:50:00     | 13:20:00   | История             |
|          5 | Кирилл       | Смирнов   | 2016-11-27 | 11:50:00     | 13:20:00   | История             |
|          1 | Иван           | Петров     | 2016-11-28 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-11-28 | 08:30:00     | 10:00:00   | Литература       |
|          3 | Петр           | Сергеев   | 2016-11-28 | 08:30:00     | 10:00:00   | Литература       |
|          4 | Александр | Кириллов | 2016-11-28 | 08:30:00     | 10:00:00   | Литература       |
|          5 | Кирилл       | Смирнов   | 2016-11-28 | 08:30:00     | 10:00:00   | Литература       |
|          2 | Сергей       | Иванов     | 2016-11-28 | 10:10:00     | 11:40:00   | Химия                 |
|          3 | Петр           | Сергеев   | 2016-11-28 | 10:10:00     | 11:40:00   | Химия                 |
|          4 | Александр | Кириллов | 2016-11-28 | 10:10:00     | 11:40:00   | Химия                 |
|          5 | Кирилл       | Смирнов   | 2016-11-28 | 10:10:00     | 11:40:00   | Химия                 |
|          1 | Иван           | Петров     | 2016-11-28 | 11:50:00     | 13:20:00   | Биология           |
|          2 | Сергей       | Иванов     | 2016-11-28 | 11:50:00     | 13:20:00   | Биология           |
|          3 | Петр           | Сергеев   | 2016-11-28 | 11:50:00     | 13:20:00   | Биология           |
|          4 | Александр | Кириллов | 2016-11-28 | 11:50:00     | 13:20:00   | Биология           |
|          5 | Кирилл       | Смирнов   | 2016-11-28 | 11:50:00     | 13:20:00   | Биология           |
|          1 | Иван           | Петров     | 2016-11-28 | 13:50:00     | 15:20:00   | Товароведение |
|          2 | Сергей       | Иванов     | 2016-11-28 | 13:50:00     | 15:20:00   | Товароведение |
|          3 | Петр           | Сергеев   | 2016-11-28 | 13:50:00     | 15:20:00   | Товароведение |
|          4 | Александр | Кириллов | 2016-11-28 | 13:50:00     | 15:20:00   | Товароведение |
|          5 | Кирилл       | Смирнов   | 2016-11-28 | 13:50:00     | 15:20:00   | Товароведение |
+------------+--------------------+------------------+------------+--------------+------------+----------------------------+
+------------+--------------+------------+----------------------------+
| Дата   | Начало | Конец | Предмет             |
+------------+--------------+------------+----------------------------+
| 2016-09-02 | 08:30:00     | 10:00:00   | Алгебра             |
| 2016-09-02 | 10:10:00     | 11:40:00   | Биология           |
| 2016-09-02 | 11:50:00     | 13:20:00   | История             |
| 2016-09-03 | 08:30:00     | 10:00:00   | Биология           |
| 2016-09-03 | 10:10:00     | 11:40:00   | Товароведение |
| 2016-09-03 | 11:50:00     | 13:20:00   | Литература       |
| 2016-09-03 | 13:50:00     | 15:20:00   | История             |
| 2016-09-03 | 15:30:00     | 17:00:00   | Алгебра             |
| 2016-09-04 | 08:30:00     | 10:00:00   | Химия                 |
| 2016-09-04 | 10:10:00     | 11:40:00   | Биология           |
| 2016-09-04 | 11:50:00     | 13:20:00   | История             |
| 2016-09-05 | 08:30:00     | 10:00:00   | Литература       |
| 2016-09-05 | 10:10:00     | 11:40:00   | Химия                 |
| 2016-09-05 | 11:50:00     | 13:20:00   | Биология           |
| 2016-09-05 | 13:50:00     | 15:20:00   | Товароведение |
+------------+--------------+------------+----------------------------+
+----------------------------+-----------------------------+
| Предмет             | Количество_пар |
+----------------------------+-----------------------------+
| Биология           |                          64 |
| История             |                          39 |
| Литература       |                          38 |
| Товароведение |                          38 |
| Алгебра             |                          26 |
| Химия                 |                          26 |
| Физика               |                          12 |
+----------------------------+-----------------------------+
+--------------+------------+----------------------------+
| Начало | Конец | Предмет             |
+--------------+------------+----------------------------+
| 08:30:00     | 10:00:00   | Литература       |
| 11:50:00     | 13:20:00   | Биология           |
| 13:50:00     | 15:20:00   | Товароведение |
+--------------+------------+----------------------------+
+--------------+----------------+----------+
| firstname    | lastname       | avg_mark |
+--------------+----------------+----------+
| Петр     | Сергеев |     4.14 |
| Сергей | Иванов   |     4.04 |
+--------------+----------------+----------+
